city_name,plate_no,Latitude,Longitude,value,week,week_no
Adana,1,37.1438001,35.4984094,28.0,2021-03-26,1.0
Adıyaman,2,37.78936,38.3141101,48.0,2021-03-26,1.0
Afyonkarahisar,3,38.6852729,30.6427411,106.0,2021-03-26,1.0
Ağrı,4,39.52916,43.3835645,182.0,2021-03-26,1.0
Aksaray,68,38.4326291,33.8976963,93.0,2021-03-26,1.0
Amasya,5,40.6503248,35.8329148,125.0,2021-03-26,1.0
Ankara,6,39.9207893,32.8540412,152.0,2021-03-26,1.0
Antalya,7,36.9009641,30.6954846,61.0,2021-03-26,1.0
Ardahan,75,41.0372501,42.7462189,122.0,2021-03-26,1.0
Artvin,8,41.160506,41.8398627,78.0,2021-03-26,1.0
Aydın,9,37.8483767,27.8435878,47.0,2021-03-26,1.0
Balıkesir,10,39.5400798,28.0228793,113.0,2021-03-26,1.0
Bartın,74,41.6338394,32.3384354,126.0,2021-03-26,1.0
Batman,72,37.7874104,41.2573924,56.0,2021-03-26,1.0
Bayburt,69,40.2023027,40.2121599,95.0,2021-03-26,1.0
Bilecik,11,40.1435101,29.9752911,156.0,2021-03-26,1.0
Bingöl,12,39.073803,40.7296181,64.0,2021-03-26,1.0
Bitlis,13,38.4950867,42.1678372,96.0,2021-03-26,1.0
Bolu,14,40.6212099,31.6460259,155.0,2021-03-26,1.0
Burdur,15,37.5183407,30.1691254,99.0,2021-03-26,1.0
Bursa,16,40.1827657,29.0677305,110.0,2021-03-26,1.0
Çanakkale,17,40.0549886,26.9278292,120.0,2021-03-26,1.0
Çankırı,18,40.6667691,33.4526069,153.0,2021-03-26,1.0
Çorum,19,40.5698389,34.7269292,129.0,2021-03-26,1.0
Denizli,20,37.7733197,29.0869273,92.0,2021-03-26,1.0
Diyarbakır,21,37.9167467,40.2227753,63.0,2021-03-26,1.0
Düzce,81,40.8774545,31.2009618,127.0,2021-03-26,1.0
Edirne,22,41.6759327,26.5587225,82.0,2021-03-26,1.0
Elâzığ,23,38.674771,39.2224523,91.0,2021-03-26,1.0
Erzincan,24,39.7496052,39.4941023,154.0,2021-03-26,1.0
Erzurum,25,39.9063215,41.2727638,192.0,2021-03-26,1.0
Eskişehir,26,39.6821156,31.0723476,146.0,2021-03-26,1.0
Gaziantep,27,37.0611756,37.3793085,76.0,2021-03-26,1.0
Giresun,28,40.9146927,38.3885568,134.0,2021-03-26,1.0
Gümüşhane,29,40.2061415,39.309437,109.0,2021-03-26,1.0
Hakkâri,30,37.574898,43.73766,78.0,2021-03-26,1.0
Hatay,31,36.2024887,36.1602761,32.0,2021-03-26,1.0
Iğdır,76,39.8945292,43.9427459,78.0,2021-03-26,1.0
Isparta,32,37.9465412,30.9602093,137.0,2021-03-26,1.0
İstanbul,34,41.0096334,28.9651646,184.0,2021-03-26,1.0
İzmir,35,38.4147331,27.1434119,93.0,2021-03-26,1.0
Kahramanmaraş,46,37.7830345,36.830655,43.0,2021-03-26,1.0
Karabük,78,41.1955402,32.6231154,134.0,2021-03-26,1.0
Karaman,70,37.1796848,33.3383665,129.0,2021-03-26,1.0
Kars,36,40.4558435,42.9979531,144.0,2021-03-26,1.0
Kastamonu,37,41.3680217,33.7619177,145.0,2021-03-26,1.0
Kayseri,38,38.6582232,35.5546374,127.0,2021-03-26,1.0
Kırıkkale,71,39.8473604,33.5144853,137.0,2021-03-26,1.0
Kırklareli,39,41.7078046,27.6051334,153.0,2021-03-26,1.0
Kırşehir,40,39.1461142,34.1605587,114.0,2021-03-26,1.0
Kilis,79,36.7797231,37.1416892,73.0,2021-03-26,1.0
Kocaeli,41,40.8216536,29.9507184,154.0,2021-03-26,1.0
Konya,42,37.876824,32.4865749,121.0,2021-03-26,1.0
Kütahya,43,39.2522508,29.4937732,152.0,2021-03-26,1.0
Malatya,44,38.3483098,38.3178715,104.0,2021-03-26,1.0
Manisa,45,38.6155029,27.4255716,74.0,2021-03-26,1.0
Mardin,47,37.3414854,40.7476249,46.0,2021-03-26,1.0
Mersin,33,36.8117583,34.6292679,47.0,2021-03-26,1.0
Muğla,48,37.1642053,28.2624288,72.0,2021-03-26,1.0
Muş,49,38.9740786,41.9590433,48.0,2021-03-26,1.0
Nevşehir,50,38.7235072,34.7194168,123.0,2021-03-26,1.0
Niğde,51,38.0664691,34.7051438,118.0,2021-03-26,1.0
Ordu,52,40.8292569,37.4082764,149.0,2021-03-26,1.0
Osmaniye,80,37.073671,36.255941,35.0,2021-03-26,1.0
Rize,53,41.022809,40.519612,167.0,2021-03-26,1.0
Sakarya,54,40.7542228,30.3834858,108.0,2021-03-26,1.0
Samsun,55,41.2892334,36.328565,95.0,2021-03-26,1.0
Siirt,56,37.9273232,41.9422042,48.0,2021-03-26,1.0
Sinop,57,41.6394277,34.8681231,97.0,2021-03-26,1.0
Sivas,58,39.4191717,37.1012388,137.0,2021-03-26,1.0
Şanlıurfa,63,37.2595198,39.0408174,49.0,2021-03-26,1.0
Şırnak,73,37.519248,42.4605665,26.0,2021-03-26,1.0
Tekirdağ,59,41.1185843,27.4144196,132.0,2021-03-26,1.0
Tokat,60,40.40055865,36.686501166768394,139.0,2021-03-26,1.0
Trabzon,61,41.0062202,39.7257547,125.0,2021-03-26,1.0
Tunceli,62,39.1080631,39.548197,124.0,2021-03-26,1.0
Uşak,64,38.609666,29.3306506,90.0,2021-03-26,1.0
Van,65,38.5012,43.373,49.0,2021-03-26,1.0
Yalova,77,40.59270745,29.077136065391837,78.0,2021-03-26,1.0
Yozgat,66,39.8205571,34.8094917,123.0,2021-03-26,1.0
Zonguldak,67,41.250324,31.8389738,147.0,2021-03-26,1.0
Adana,1,37.1438001,35.4984094,61.0,2021-04-02,2.0
Adıyaman,2,37.78936,38.3141101,94.0,2021-04-02,2.0
Afyonkarahisar,3,38.6852729,30.6427411,212.0,2021-04-02,2.0
Ağrı,4,39.52916,43.3835645,264.0,2021-04-02,2.0
Aksaray,68,38.4326291,33.8976963,163.0,2021-04-02,2.0
Amasya,5,40.6503248,35.8329148,216.0,2021-04-02,2.0
Ankara,6,39.9207893,32.8540412,247.0,2021-04-02,2.0
Antalya,7,36.9009641,30.6954846,131.0,2021-04-02,2.0
Ardahan,75,41.0372501,42.7462189,255.0,2021-04-02,2.0
Artvin,8,41.160506,41.8398627,141.0,2021-04-02,2.0
Aydın,9,37.8483767,27.8435878,102.0,2021-04-02,2.0
Balıkesir,10,39.5400798,28.0228793,200.0,2021-04-02,2.0
Bartın,74,41.6338394,32.3384354,219.0,2021-04-02,2.0
Batman,72,37.7874104,41.2573924,91.0,2021-04-02,2.0
Bayburt,69,40.2023027,40.2121599,264.0,2021-04-02,2.0
Bilecik,11,40.1435101,29.9752911,259.0,2021-04-02,2.0
Bingöl,12,39.073803,40.7296181,122.0,2021-04-02,2.0
Bitlis,13,38.4950867,42.1678372,132.0,2021-04-02,2.0
Bolu,14,40.6212099,31.6460259,282.0,2021-04-02,2.0
Burdur,15,37.5183407,30.1691254,170.0,2021-04-02,2.0
Bursa,16,40.1827657,29.0677305,207.0,2021-04-02,2.0
Çanakkale,17,40.0549886,26.9278292,233.0,2021-04-02,2.0
Çankırı,18,40.6667691,33.4526069,196.0,2021-04-02,2.0
Çorum,19,40.5698389,34.7269292,218.0,2021-04-02,2.0
Denizli,20,37.7733197,29.0869273,155.0,2021-04-02,2.0
Diyarbakır,21,37.9167467,40.2227753,86.0,2021-04-02,2.0
Düzce,81,40.8774545,31.2009618,222.0,2021-04-02,2.0
Edirne,22,41.6759327,26.5587225,204.0,2021-04-02,2.0
Elâzığ,23,38.674771,39.2224523,145.0,2021-04-02,2.0
Erzincan,24,39.7496052,39.4941023,270.0,2021-04-02,2.0
Erzurum,25,39.9063215,41.2727638,303.0,2021-04-02,2.0
Eskişehir,26,39.6821156,31.0723476,245.0,2021-04-02,2.0
Gaziantep,27,37.0611756,37.3793085,134.0,2021-04-02,2.0
Giresun,28,40.9146927,38.3885568,236.0,2021-04-02,2.0
Gümüşhane,29,40.2061415,39.309437,187.0,2021-04-02,2.0
Hakkâri,30,37.574898,43.73766,89.0,2021-04-02,2.0
Hatay,31,36.2024887,36.1602761,72.0,2021-04-02,2.0
Iğdır,76,39.8945292,43.9427459,153.0,2021-04-02,2.0
Isparta,32,37.9465412,30.9602093,211.0,2021-04-02,2.0
İstanbul,34,41.0096334,28.9651646,359.0,2021-04-02,2.0
İzmir,35,38.4147331,27.1434119,161.0,2021-04-02,2.0
Kahramanmaraş,46,37.7830345,36.830655,91.0,2021-04-02,2.0
Karabük,78,41.1955402,32.6231154,222.0,2021-04-02,2.0
Karaman,70,37.1796848,33.3383665,216.0,2021-04-02,2.0
Kars,36,40.4558435,42.9979531,227.0,2021-04-02,2.0
Kastamonu,37,41.3680217,33.7619177,340.0,2021-04-02,2.0
Kayseri,38,38.6582232,35.5546374,261.0,2021-04-02,2.0
Kırıkkale,71,39.8473604,33.5144853,243.0,2021-04-02,2.0
Kırklareli,39,41.7078046,27.6051334,287.0,2021-04-02,2.0
Kırşehir,40,39.1461142,34.1605587,189.0,2021-04-02,2.0
Kilis,79,36.7797231,37.1416892,132.0,2021-04-02,2.0
Kocaeli,41,40.8216536,29.9507184,297.0,2021-04-02,2.0
Konya,42,37.876824,32.4865749,228.0,2021-04-02,2.0
Kütahya,43,39.2522508,29.4937732,273.0,2021-04-02,2.0
Malatya,44,38.3483098,38.3178715,205.0,2021-04-02,2.0
Manisa,45,38.6155029,27.4255716,145.0,2021-04-02,2.0
Mardin,47,37.3414854,40.7476249,62.0,2021-04-02,2.0
Mersin,33,36.8117583,34.6292679,84.0,2021-04-02,2.0
Muğla,48,37.1642053,28.2624288,132.0,2021-04-02,2.0
Muş,49,38.9740786,41.9590433,95.0,2021-04-02,2.0
Nevşehir,50,38.7235072,34.7194168,254.0,2021-04-02,2.0
Niğde,51,38.0664691,34.7051438,203.0,2021-04-02,2.0
Ordu,52,40.8292569,37.4082764,260.0,2021-04-02,2.0
Osmaniye,80,37.073671,36.255941,79.0,2021-04-02,2.0
Rize,53,41.022809,40.519612,270.0,2021-04-02,2.0
Sakarya,54,40.7542228,30.3834858,197.0,2021-04-02,2.0
Samsun,55,41.2892334,36.328565,189.0,2021-04-02,2.0
Siirt,56,37.9273232,41.9422042,78.0,2021-04-02,2.0
Sinop,57,41.6394277,34.8681231,167.0,2021-04-02,2.0
Sivas,58,39.4191717,37.1012388,234.0,2021-04-02,2.0
Şanlıurfa,63,37.2595198,39.0408174,66.0,2021-04-02,2.0
Şırnak,73,37.519248,42.4605665,36.0,2021-04-02,2.0
Tekirdağ,59,41.1185843,27.4144196,318.0,2021-04-02,2.0
Tokat,60,40.40055865,36.686501166768394,224.0,2021-04-02,2.0
Trabzon,61,41.0062202,39.7257547,198.0,2021-04-02,2.0
Tunceli,62,39.1080631,39.548197,123.0,2021-04-02,2.0
Uşak,64,38.609666,29.3306506,132.0,2021-04-02,2.0
Van,65,38.5012,43.373,71.0,2021-04-02,2.0
Yalova,77,40.59270745,29.077136065391837,197.0,2021-04-02,2.0
Yozgat,66,39.8205571,34.8094917,204.0,2021-04-02,2.0
Zonguldak,67,41.250324,31.8389738,309.0,2021-04-02,2.0
Adana,1,37.1438001,35.4984094,106.0,2021-04-09,3.0
Adıyaman,2,37.78936,38.3141101,117.0,2021-04-09,3.0
Afyonkarahisar,3,38.6852729,30.6427411,289.0,2021-04-09,3.0
Ağrı,4,39.52916,43.3835645,285.0,2021-04-09,3.0
Aksaray,68,38.4326291,33.8976963,266.0,2021-04-09,3.0
Amasya,5,40.6503248,35.8329148,291.0,2021-04-09,3.0
Ankara,6,39.9207893,32.8540412,361.0,2021-04-09,3.0
Antalya,7,36.9009641,30.6954846,200.0,2021-04-09,3.0
Ardahan,75,41.0372501,42.7462189,251.0,2021-04-09,3.0
Artvin,8,41.160506,41.8398627,194.0,2021-04-09,3.0
Aydın,9,37.8483767,27.8435878,162.0,2021-04-09,3.0
Balıkesir,10,39.5400798,28.0228793,318.0,2021-04-09,3.0
Bartın,74,41.6338394,32.3384354,321.0,2021-04-09,3.0
Batman,72,37.7874104,41.2573924,120.0,2021-04-09,3.0
Bayburt,69,40.2023027,40.2121599,352.0,2021-04-09,3.0
Bilecik,11,40.1435101,29.9752911,310.0,2021-04-09,3.0
Bingöl,12,39.073803,40.7296181,154.0,2021-04-09,3.0
Bitlis,13,38.4950867,42.1678372,152.0,2021-04-09,3.0
Bolu,14,40.6212099,31.6460259,365.0,2021-04-09,3.0
Burdur,15,37.5183407,30.1691254,216.0,2021-04-09,3.0
Bursa,16,40.1827657,29.0677305,327.0,2021-04-09,3.0
Çanakkale,17,40.0549886,26.9278292,439.0,2021-04-09,3.0
Çankırı,18,40.6667691,33.4526069,267.0,2021-04-09,3.0
Çorum,19,40.5698389,34.7269292,315.0,2021-04-09,3.0
Denizli,20,37.7733197,29.0869273,182.0,2021-04-09,3.0
Diyarbakır,21,37.9167467,40.2227753,100.0,2021-04-09,3.0
Düzce,81,40.8774545,31.2009618,400.0,2021-04-09,3.0
Edirne,22,41.6759327,26.5587225,340.0,2021-04-09,3.0
Elâzığ,23,38.674771,39.2224523,197.0,2021-04-09,3.0
Erzincan,24,39.7496052,39.4941023,428.0,2021-04-09,3.0
Erzurum,25,39.9063215,41.2727638,395.0,2021-04-09,3.0
Eskişehir,26,39.6821156,31.0723476,348.0,2021-04-09,3.0
Gaziantep,27,37.0611756,37.3793085,167.0,2021-04-09,3.0
Giresun,28,40.9146927,38.3885568,388.0,2021-04-09,3.0
Gümüşhane,29,40.2061415,39.309437,248.0,2021-04-09,3.0
Hakkâri,30,37.574898,43.73766,122.0,2021-04-09,3.0
Hatay,31,36.2024887,36.1602761,130.0,2021-04-09,3.0
Iğdır,76,39.8945292,43.9427459,159.0,2021-04-09,3.0
Isparta,32,37.9465412,30.9602093,243.0,2021-04-09,3.0
İstanbul,34,41.0096334,28.9651646,532.0,2021-04-09,3.0
İzmir,35,38.4147331,27.1434119,223.0,2021-04-09,3.0
Kahramanmaraş,46,37.7830345,36.830655,137.0,2021-04-09,3.0
Karabük,78,41.1955402,32.6231154,274.0,2021-04-09,3.0
Karaman,70,37.1796848,33.3383665,256.0,2021-04-09,3.0
Kars,36,40.4558435,42.9979531,293.0,2021-04-09,3.0
Kastamonu,37,41.3680217,33.7619177,437.0,2021-04-09,3.0
Kayseri,38,38.6582232,35.5546374,339.0,2021-04-09,3.0
Kırıkkale,71,39.8473604,33.5144853,345.0,2021-04-09,3.0
Kırklareli,39,41.7078046,27.6051334,498.0,2021-04-09,3.0
Kırşehir,40,39.1461142,34.1605587,256.0,2021-04-09,3.0
Kilis,79,36.7797231,37.1416892,244.0,2021-04-09,3.0
Kocaeli,41,40.8216536,29.9507184,437.0,2021-04-09,3.0
Konya,42,37.876824,32.4865749,347.0,2021-04-09,3.0
Kütahya,43,39.2522508,29.4937732,330.0,2021-04-09,3.0
Malatya,44,38.3483098,38.3178715,320.0,2021-04-09,3.0
Manisa,45,38.6155029,27.4255716,223.0,2021-04-09,3.0
Mardin,47,37.3414854,40.7476249,76.0,2021-04-09,3.0
Mersin,33,36.8117583,34.6292679,143.0,2021-04-09,3.0
Muğla,48,37.1642053,28.2624288,183.0,2021-04-09,3.0
Muş,49,38.9740786,41.9590433,113.0,2021-04-09,3.0
Nevşehir,50,38.7235072,34.7194168,327.0,2021-04-09,3.0
Niğde,51,38.0664691,34.7051438,292.0,2021-04-09,3.0
Ordu,52,40.8292569,37.4082764,316.0,2021-04-09,3.0
Osmaniye,80,37.073671,36.255941,139.0,2021-04-09,3.0
Rize,53,41.022809,40.519612,353.0,2021-04-09,3.0
Sakarya,54,40.7542228,30.3834858,300.0,2021-04-09,3.0
Samsun,55,41.2892334,36.328565,267.0,2021-04-09,3.0
Siirt,56,37.9273232,41.9422042,79.0,2021-04-09,3.0
Sinop,57,41.6394277,34.8681231,213.0,2021-04-09,3.0
Sivas,58,39.4191717,37.1012388,285.0,2021-04-09,3.0
Şanlıurfa,63,37.2595198,39.0408174,70.0,2021-04-09,3.0
Şırnak,73,37.519248,42.4605665,46.0,2021-04-09,3.0
Tekirdağ,59,41.1185843,27.4144196,489.0,2021-04-09,3.0
Tokat,60,40.40055865,36.686501166768394,313.0,2021-04-09,3.0
Trabzon,61,41.0062202,39.7257547,237.0,2021-04-09,3.0
Tunceli,62,39.1080631,39.548197,207.0,2021-04-09,3.0
Uşak,64,38.609666,29.3306506,163.0,2021-04-09,3.0
Van,65,38.5012,43.373,90.0,2021-04-09,3.0
Yalova,77,40.59270745,29.077136065391837,345.0,2021-04-09,3.0
Yozgat,66,39.8205571,34.8094917,280.0,2021-04-09,3.0
Zonguldak,67,41.250324,31.8389738,332.0,2021-04-09,3.0
Adana,1,37.1438001,35.4984094,192.0,2021-04-16,4.0
Adıyaman,2,37.78936,38.3141101,200.0,2021-04-16,4.0
Afyonkarahisar,3,38.6852729,30.6427411,417.0,2021-04-16,4.0
Ağrı,4,39.52916,43.3835645,389.0,2021-04-16,4.0
Aksaray,68,38.4326291,33.8976963,388.0,2021-04-16,4.0
Amasya,5,40.6503248,35.8329148,423.0,2021-04-16,4.0
Ankara,6,39.9207893,32.8540412,567.0,2021-04-16,4.0
Antalya,7,36.9009641,30.6954846,324.0,2021-04-16,4.0
Ardahan,75,41.0372501,42.7462189,269.0,2021-04-16,4.0
Artvin,8,41.160506,41.8398627,250.0,2021-04-16,4.0
Aydın,9,37.8483767,27.8435878,274.0,2021-04-16,4.0
Balıkesir,10,39.5400798,28.0228793,496.0,2021-04-16,4.0
Bartın,74,41.6338394,32.3384354,519.0,2021-04-16,4.0
Batman,72,37.7874104,41.2573924,182.0,2021-04-16,4.0
Bayburt,69,40.2023027,40.2121599,601.0,2021-04-16,4.0
Bilecik,11,40.1435101,29.9752911,525.0,2021-04-16,4.0
Bingöl,12,39.073803,40.7296181,271.0,2021-04-16,4.0
Bitlis,13,38.4950867,42.1678372,186.0,2021-04-16,4.0
Bolu,14,40.6212099,31.6460259,504.0,2021-04-16,4.0
Burdur,15,37.5183407,30.1691254,274.0,2021-04-16,4.0
Bursa,16,40.1827657,29.0677305,502.0,2021-04-16,4.0
Çanakkale,17,40.0549886,26.9278292,838.0,2021-04-16,4.0
Çankırı,18,40.6667691,33.4526069,394.0,2021-04-16,4.0
Çorum,19,40.5698389,34.7269292,467.0,2021-04-16,4.0
Denizli,20,37.7733197,29.0869273,232.0,2021-04-16,4.0
Diyarbakır,21,37.9167467,40.2227753,143.0,2021-04-16,4.0
